,Full request URI,Label
0,http://www.hairyscaryevolutions.com/,Sports
1,http://www.archronicles.com/,Sports
2,http://www.scarabs.homestead.com,Sports
3,http://www.maxadventure.com.au,Sports
4,http://www.snowtosurf.com/,Sports
5,http://www.kalmar-multisport.se/en/,Sports
6,http://www.adventureprovider.com,Sports
7,http://www.kandoadventures.com/advforum/index.asp,Sports
8,http://kilimanjaro-man.com,Sports
9,http://www.wickedar.com/tss,Sports
10,http://realrace.zudio.com.au/,Sports
11,http://www.alaskaultrasport.com,Sports
12,http://www.wickedar.com/,Sports
13,http://www.teamfatotter.com,Sports
14,http://www.contraterra.com/,Sports
15,http://www.wickedar.com/team/,Sports
16,http://www.dirtyavocados.com/,Sports
17,http://www.golite.com/ambassador/biosummary.aspx?s=3&amp;e=4,Sports
18,http://www.nlairsoft.com/,Sports
19,http://airsoftcolorado.org,Sports
20,http://www.misklin.pwp.blueyonder.co.uk/misklin/,Sports
21,http://www.airsoftica.com,Sports
22,http://airsoftreports.blogspot.com,Sports
23,http://www.s8airsoft.com/,Sports
24,http://www.utahtacticalairsoftunit.homestead.com,Sports
25,http://www.82abn.org/int/,Sports
26,http://www.quovadimus.org/spain99/toro,Sports
27,http://www.ctv.es/users/virtualheritage/home.htm,Sports
28,http://californiabullfights.info/,Sports
29,http://www.truflite.homestead.com/home.html,Sports
30,http://www.columbia.edu/cu/archery/,Sports
31,http://www.eteamz.com/reedysjoad/,Sports
32,http://home.att.net/~sajackson/archery.html,Sports
33,http://www.frankpearson.com/,Sports
34,http://www.alansarchery.pwp.blueyonder.co.uk,Sports
35,http://www.deermanstheworld.homestead.com,Sports
36,http://www.archerysociety.org,Sports
37,http://www.archeryarchives.com,Sports
38,http://www.goarchers.org.uk/mechanics,Sports
39,http://www.badminton.tv,Sports
40,http://www.badminton.org.au/,Sports
41,http://www.badminton.ca/,Sports
42,http://www.badminton.mb.ca,Sports
43,http://www.badmintonindia.org/,Sports
44,http://www.chrisspiteri.com/badmintonmalta/,Sports
45,http://www.asba.co.uk/,Sports
46,http://satellitebadmintonclub.blogspot.com,Sports
47,http://www.apbc.asn.au/,Sports
48,http://www.lks.net/~bbc/,Sports
49,http://www.cliftonbadmintonclub.org.uk/,Sports
50,http://malvernbadmintonclub.users.btopenworld.com,Sports
51,http://www.whitehorsebc.com,Sports
52,http://www.badmintonexeter.co.uk,Sports
53,http://www.bishoproadbc.pwp.blueyonder.co.uk/,Sports
54,http://www.fordsbc.moonfruit.com/,Sports
55,http://www.uphillbadminton.co.uk,Sports
56,http://www.phoenix-badminton.co.uk,Sports
57,http://www.newembersbadminton.org.uk,Sports
58,http://wavell-codybc.co.uk,Sports
59,http://www.lyebadmintonclub.pwp.blueyonder.co.uk/,Sports
60,http://badminton.rso.wisc.edu/,Sports
61,http://wiki.vbba.org/,Sports
62,http://www.eteamz.com/micmac/,Sports
63,http://www.eteamz.com/nabapalmbeach/,Sports
64,http://www.metrowestabl.com/,Sports
65,http://www.kcmsbl.com/,Sports
66,http://www.mabl.homestead.com/,Sports
67,http://www.eteamz.com/shsvikingsbaseball/,Sports
68,http://www.glorybaseball.com/,Sports
69,http://www.middletonhometalent.com,Sports
70,http://www.cjhawks.com,Sports
71,http://www.eteamz.com/westallisnationals/,Sports
72,http://www.eteamz.com/redwingaces/,Sports
73,http://www.eteamz.com/coloradocannons/,Sports
74,http://houstoncrawdads.blogspot.com/,Sports
75,http://www.eteamz.com/metrobaltimorestars/,Sports
76,http://www.eteamz.com/stembridgeriverbats/,Sports
77,http://www.eteamz.com/baysidethunder/,Sports
78,http://www.newlondonhistory.org/baseballpage.html,Sports
79,http://www.vbba.org/members/connors.html,Sports
80,http://www.eteamz.com/bavbb/,Sports
81,http://wiki.vbba.org/,Sports
82,http://images.presspeakers.com/pioneers%2708.htm,Sports
83,http://bostoncolonials.blogspot.com/,Sports
84,http://www.gogaelsgo.com/sports/2008/9/20/baseb_0920083759.aspx?tab=baseball(m)&amp;path=baseball-m,Sports
85,http://uottawageegeesbaseball.com/ottawau/public/homepage.asp,Sports
86,http://www.presentation.edu/saints/baseball/baseball.htm,Sports
87,http://athletics.svu.edu/athletics//index.php?option=com_content&amp;task=blogcategory&amp;id=58&amp;itemid=30,Sports
88,http://www.smccme.edu/athletics/baseball/index.php,Sports
89,http://www.cmcc.edu/athletics/bb_sked.htm,Sports
90,http://www.pointpark.edu/default.aspx?id=144,Sports
91,http://athletics.rio.edu/index.php?module=static_docs&amp;func=view&amp;f=baseball%2fdefault.htm,Sports
92,http://www.wbcoll.edu/athletics/mens_baseball/,Sports
93,http://www.aacsports.com/sport/5/6.php,Sports
94,http://athletics.covenant.edu/?section_id=141,Sports
95,http://www.bluefield.edu/templates/system/details.asp?id=30250&amp;pid=267826&amp;style=,Sports
96,http://www.collegeofidaho.edu/athlete/baseball.asp?id=athletics,Sports
97,http://www.oit.edu/athletics/baseball,Sports
98,http://www.pnc.edu/athletics/baseball/index.html,Sports
99,http://www.departments.dsu.edu/athletics/men/baseball/,Sports
100,http://athletics.lsua.edu/,Sports
101,http://www.waldorf.edu/athletics/baseball/,Sports
102,http://statesmen.wmpenn.edu/baseball/index.php,Sports
103,http://www.bcuchargers.com/sport/0/1.php,Sports
104,http://www.umobile.edu/athletic/baseballteam.asp,Sports
105,http://www.moval.edu/athletics/baseball/index.asp,Sports
